品名コード,品名漢字,カテゴリ_ブランド_,シリーズ,付加価値品フラグ,会社_文字型_,Primary_key,ソート
42881,ＱＰ　アマニ油マヨネーズ,機能性食品,強調表示調味料,対象外,11,11_42881,810
42888,ＱＰ　ディフェ,機能性食品,強調表示調味料,対象外,11,11_42888,810
42880,ＱＰ　アマニ油マヨネーズ,機能性食品,強調表示調味料,対象外,11,11_42880,810
1013,利用禁止コード　会社０、１１更新,機能性食品,強調表示調味料,対象外,11,11_1013,810
430471,Ｋ１１１０３０　家庭用機能性マヨネーズ,機能性食品,強調表示調味料,対象外,11,11_430471,810
93508,Ｃ１１００９８　代表家庭用機能性マヨ,機能性食品,強調表示調味料,対象外,11,11_93508,810
93372,（代表）家庭用特保マヨ（廃止）,機能性食品,強調表示調味料,対象外,11,11_93372,810
23818,ＱＰ　アマニ油ドレッシング　イタリアン,機能性食品,強調表示調味料,対象外,11,11_23818,810
23817,ＱＰ　アマニ油ドレ　和風たまねぎ,機能性食品,強調表示調味料,対象外,11,11_23817,810
67019,ＱＰ　アマニ油ドレッシング　ごま豆乳入り,機能性食品,強調表示調味料,対象外,11,11_67019,810
22897,ＱＰ　フィッテドレ　和風醤油　黒酢入り,機能性食品,強調表示調味料,対象外,11,11_22897,810
22896,ＱＰ　フィッテドレッシング　ごま,機能性食品,強調表示調味料,対象外,11,11_22896,810
34336,ＱＰ　ごまドレッシング,機能性食品,強調表示調味料,対象外,11,11_34336,810
34337,ＱＰ　和風醤油ドレッシング黒酢入り,機能性食品,強調表示調味料,対象外,11,11_34337,810
53336,ＱＰ　アマニ油入り和風ドレッシング,機能性食品,強調表示調味料,対象外,11,11_53336,810
53337,ＱＰ　アマニ油入りイタリアンドレッシング,機能性食品,強調表示調味料,対象外,11,11_53337,810
93524,Ｃ１１０１０８　代表家庭用機能性ドレ,機能性食品,強調表示調味料,対象外,11,11_93524,810
2276,ＱＰ　免疫ケア　酢酸菌ＧＫ１ドレ　ごま,機能性食品,強調表示調味料,対象外,11,11_2276,810
560706,ＮＢ機能性ポテトＳオ２３１２,機能性食品,惣菜,対象外,11,11_560706,820
560714,ＮＢ機能性ごぼうＳオ２３１２,機能性食品,惣菜,対象外,11,11_560714,820
560717,ＮＢ機能性ツナマカＳオ２３１２,機能性食品,惣菜,対象外,11,11_560717,820
563633,ＣＮＴカラダ想いポテトサラダ,機能性食品,惣菜,対象外,11,11_563633,820
563634,ＣＮＴカラダ想いごぼうサラダ,機能性食品,惣菜,対象外,11,11_563634,820
568944,機能性ＧＡＢＡポテト２４０３,機能性食品,惣菜,対象外,11,11_568944,820
568945,機能性イヌリンごぼう２４０３,機能性食品,惣菜,対象外,11,11_568945,820
547099,デリア野菜ポテトサラダＴＲ,デリア,惣菜,対象,27,27_547099,410
563634,ＣＮＴカラダ想いごぼうサラダ,デリア,惣菜,対象,27,27_563634,410
568840,ＴＢ野菜ポテトサラダ中２４０４,デリア,惣菜,対象,27,27_568840,410
568897,Ｂ〇野菜ポテトサラダ２４０３,デリア,惣菜,対象,27,27_568897,410
569046,デリア点縦お野菜ポテトサラダ,デリア,惣菜,対象,27,27_569046,410
569050,デリア点縦お野菜ポテトサラダ小,デリア,惣菜,対象,27,27_569050,410
569054,デリアＨお野菜ポテトサラダ小,デリア,惣菜,対象,27,27_569054,410
569107,Ｏ野菜ポテトサラダ２４０３縦増,デリア,惣菜,対象,27,27_569107,410
569319,デリアＤ増量お野菜ポテトサラダ,デリア,惣菜,対象,27,27_569319,410
569407,ＯＧ野菜ポテトサラダ大２４縦,デリア,惣菜,対象,27,27_569407,410
569494,Ｂとなみ野産たまねぎ焼きびたし,デリア,惣菜,対象,27,27_569494,410
572487,ＮＢレタスポテト大増量２４０７,デリア,惣菜,対象,27,27_572487,410
572880,デリアＤＳポテト小２５０４,デリア,惣菜,対象,27,27_572880,410
573142,デリア売無お野菜ポテトサラダ,デリア,惣菜,対象,27,27_573142,410
576021,ＴＬなめらかポテトＳ大増量,デリア,惣菜,対象,27,27_576021,410
576477,ＮＢ９種野菜マカデリオ２０増オ,デリア,惣菜,対象,27,27_576477,410
576681,Ｂ○野菜ポテトサラダ２４１０,デリア,惣菜,対象,27,27_576681,410
576685,Ｂ○野菜ポテトサラダ大２４０６,デリア,惣菜,対象,27,27_576685,410
576689,Ｂ野菜ポテト大２５％増２４１０,デリア,惣菜,対象,27,27_576689,410
579761,ＡＭレタスポテト縦通常２４１２,デリア,惣菜,対象,27,27_579761,410
579765,Ｔレタスポテト大通常２４１２,デリア,惣菜,対象,27,27_579765,410
579936,ＯＧ野菜ポテトＳ大２４１２縦,デリア,惣菜,対象,27,27_579936,410
580357,ＢＡレタスポテト丸オ２５０１,デリア,惣菜,対象,27,27_580357,410
580379,ＨＮレタスポテト大２５０５,デリア,惣菜,対象,27,27_580379,410
580383,ＦＲレタスポテトＳ中増２５０５,デリア,惣菜,対象,27,27_580383,410
583055,ＨＮレタスポテト大茨城２４０７,デリア,惣菜,対象,27,27_583055,410
583087,ＭＶレタスポテトＳ２５０５縦増,デリア,惣菜,対象,27,27_583087,410
583251,デリアごぼうサラダ大縦Ａ,デリア,惣菜,対象,27,27_583251,410
583556,ＢＡレタスポテト丸オ２５０５,デリア,惣菜,対象,27,27_583556,410
583734,デリアごぼうサラダ小ＮＢ,デリア,惣菜,対象,27,27_583734,410
583843,ＯＧ野菜ポテトサラダ２５縦,デリア,惣菜,対象,27,27_583843,410
587333,ＭＴ７品目使用切干大根おからＳ,デリア,惣菜,対象,27,27_587333,410
587861,じゃがいもが美味しいポテトＳ,デリア,惣菜,対象,27,27_587861,410
588181,デリアごぼうサラダ大めむろ縦Ａ,デリア,惣菜,対象,27,27_588181,410
588193,デリア野菜ポテト１０％ＮＢ,デリア,惣菜,対象,27,27_588193,410
588341,Ｂ野菜ポテトサラダ２５０９,デリア,惣菜,対象,27,27_588341,410
588345,ＢＭ野菜ポテトサラダ大２５０９,デリア,惣菜,対象,27,27_588345,410
588349,Ｂ○野菜ポテト大２０％２５０９,デリア,惣菜,対象,27,27_588349,410
588355,デリアＭＨ増量ポテト小２５０９,デリア,惣菜,対象,27,27_588355,410
158181,ＮＢレタスポテト２４０５増量,デリア,惣菜,対象,27,27_158181,410
546425,ＦＲレタスポテ中２０増２５１０,デリア,惣菜,対象,27,27_546425,410
549793,薬味たっぷり焼き玉ねぎ　時間有,デリア,惣菜,対象,27,27_549793,410
560714,ＮＢ機能性ごぼうＳオ２３１２,デリア,惣菜,対象,27,27_560714,410
562135,デリア野菜ポテトサラダＣＴ,デリア,惣菜,対象,27,27_562135,410
568120,ＮＢ野菜ポテトサラダ大２４０３,デリア,惣菜,対象,27,27_568120,410
568565,デリア野菜ポテト小ＮＢ,デリア,惣菜,対象,27,27_568565,410
568619,ＤＣ野菜ポテトサラダ２４０３,デリア,惣菜,対象,27,27_568619,410
572034,Ｂ野菜ポテトサラダ小２４０６,デリア,惣菜,対象,27,27_572034,410
572038,ＢＭ野菜ポテトサラダ２４０６,デリア,惣菜,対象,27,27_572038,410
572042,Ｂ野菜ポテト大１０％増２４０６,デリア,惣菜,対象,27,27_572042,410
572470,ＩＮ野菜ポテトサラダ小２４０５,デリア,惣菜,対象,27,27_572470,410
575179,デリアＨ１０％増野菜ポテ小調整,デリア,惣菜,対象,27,27_575179,410
575949,ＭＶレタスポテト縦２４１０,デリア,惣菜,対象,27,27_575949,410
575953,Ｔレタスポテト２４１０,デリア,惣菜,対象,27,27_575953,410
575957,Ｂレタスポテト２４１０,デリア,惣菜,対象,27,27_575957,410
575965,ＦＲレタスポテトＳ大２５１１,デリア,惣菜,対象,27,27_575965,410
578521,Ｆ野菜ポテトサラダ大２９９縦,デリア,惣菜,対象,27,27_578521,410
581360,ＣＮＴＱＰマヨはじまりのポテト,デリア,惣菜,対象,27,27_581360,410
581402,デリア点縦ポテト中２５０４,デリア,惣菜,対象,27,27_581402,410
581406,デリア点ポテトＳ小２５０４,デリア,惣菜,対象,27,27_581406,410
581410,デリア上横増量ポテト大２５０４,デリア,惣菜,対象,27,27_581410,410
581414,デリア売無増量ポテト中２５０４,デリア,惣菜,対象,27,27_581414,410
561412,じゃがいもが美味しいポテト増,デリア,惣菜,対象,27,27_561412,410
568763,ＣＧＣブランド野菜ポテトＳ小,デリア,惣菜,対象,27,27_568763,410
568910,ＢＷＫ野菜ポテトサラダ２４０３,デリア,惣菜,対象,27,27_568910,410
569048,デリア点縦１０％増お野菜ポテト,デリア,惣菜,対象,27,27_569048,410
569052,デリアＨお野菜ポテトサラダ,デリア,惣菜,対象,27,27_569052,410
569268,ＢＡ拘りレタス野菜ポテトＳ丸オ,デリア,惣菜,対象,27,27_569268,410
569617,ＮＢ野菜ポテトサラダ大２４オ,デリア,惣菜,対象,27,27_569617,410
572626,ＮＢ９種野菜のマカロニサラダ,デリア,惣菜,対象,27,27_572626,410
573090,Ｂ野菜ポテトサラダ２５％増量,デリア,惣菜,対象,27,27_573090,410
573329,ＢＭ野菜ポテト大１０増２５０７,デリア,惣菜,対象,27,27_573329,410
576246,Ｏ野菜ポテトサラダ２４１０増縦,デリア,惣菜,対象,27,27_576246,410
576678,Ｂ野菜ポテトサラダ小２４１０,デリア,惣菜,対象,27,27_576678,410
576683,Ｂ野菜ポテトサラダ大２４１０,デリア,惣菜,対象,27,27_576683,410
576687,Ｂ野菜ポテトサラダ売変２４１０,デリア,惣菜,対象,27,27_576687,410
576691,Ｂ野菜ポテトＳ１０％増２４１０,デリア,惣菜,対象,27,27_576691,410
579619,ＮＢ野菜ポテトサラダ２５０５,デリア,惣菜,対象,27,27_579619,410
579759,ＮＢレタスポテト通常２４１２,デリア,惣菜,対象,27,27_579759,410
579763,ＭＶレタスポテト大通常２４１２,デリア,惣菜,対象,27,27_579763,410
580377,ＨＮレタスポテト中２５０５,デリア,惣菜,対象,27,27_580377,410
580381,ＦＲレタスポテトＳ小２５０５,デリア,惣菜,対象,27,27_580381,410
580385,ＦＲレタスポテトＳ大増２５０５,デリア,惣菜,対象,27,27_580385,410
583060,ＦＲレタスポテトＳ大２５０４,デリア,惣菜,対象,27,27_583060,410
583159,ＩＮ野菜ポテトサラダ２５０５,デリア,惣菜,対象,27,27_583159,410
583257,デリアはじまりのポテトＮＢ,デリア,惣菜,対象,27,27_583257,410
583699,Ｆ野菜ポテトサラダ１９９縦,デリア,惣菜,対象,27,27_583699,410
583836,ＨＮレタスポテト特大２５０５,デリア,惣菜,対象,27,27_583836,410
583852,ＩＮ野菜ポテトサラダ２５０５,デリア,惣菜,対象,27,27_583852,410
587682,デリア宅配ポテト小２５１２,デリア,惣菜,対象,27,27_587682,410
587985,デリア売無縦ポテト小２５０４,デリア,惣菜,対象,27,27_587985,410
588183,デリアごぼうサラダ小めむろＮＢ,デリア,惣菜,対象,27,27_588183,410
588284,デリア点縦増量ポテト中２５０９,デリア,惣菜,対象,27,27_588284,410
588343,Ｂ野菜ポテト大１０％増２５０９,デリア,惣菜,対象,27,27_588343,410
588347,ＢＭ野菜ポテト大１０増２５０９,デリア,惣菜,対象,27,27_588347,410
588352,Ｂ野菜ポテトサラダ小２５０９,デリア,惣菜,対象,27,27_588352,410
542725,ＫＳ野菜ポテトサラダ２４０３,デリア,惣菜,対象,27,27_542725,410
546811,ＩＮ野菜ポテトサラダ小２４０４,デリア,惣菜,対象,27,27_546811,410
560606,ＮＢ野菜ポテトＳ大増量２５０５,デリア,惣菜,対象,27,27_560606,410
561919,レタス野菜ポテＳ小　時間有,デリア,惣菜,対象,27,27_561919,410
567948,デリア込縦ポテト大２５０４,デリア,惣菜,対象,27,27_567948,410
568189,Ｆ野菜ポテトサラダ大２９９縦,デリア,惣菜,対象,27,27_568189,410
568415,デリア込縦増量ポテト大２５０４,デリア,惣菜,対象,27,27_568415,410
568608,レタスにこだわった野菜ポテトＳ,デリア,惣菜,対象,27,27_568608,410
571636,ＯＧ野菜ポテトＳ大増量０５縦,デリア,惣菜,対象,27,27_571636,410
571864,ＴＩレタスポテトＳ増,デリア,惣菜,対象,27,27_571864,410
572036,Ｂ○野菜ポテトサラダ２４０６,デリア,惣菜,対象,27,27_572036,410
572040,Ｂ野菜ポテトサラダ大２４０６,デリア,惣菜,対象,27,27_572040,410
572045,ＢＷＫ野菜ポテトＳ大２４０６,デリア,惣菜,対象,27,27_572045,410
575139,デリア売無野菜ポテト２５０６,デリア,惣菜,対象,27,27_575139,410
575314,デリア野菜ポテト透明ＮＢ,デリア,惣菜,対象,27,27_575314,410
575943,ＮＢレタスポテト２４１０,デリア,惣菜,対象,27,27_575943,410
575947,ＡＭレタスポテト縦２４１０,デリア,惣菜,対象,27,27_575947,410
575951,ＭＶレタスポテト縦増２４１０,デリア,惣菜,対象,27,27_575951,410
575959,ＣＲレタスポテト２４１０,デリア,惣菜,対象,27,27_575959,410
578412,ＡＥ泉州玉ねぎ焼き浸し２５０７,デリア,惣菜,対象,27,27_578412,410
581400,デリア点横ポテト大２５０４,デリア,惣菜,対象,27,27_581400,410
581404,デリア上横ポテト中２５０４,デリア,惣菜,対象,27,27_581404,410
581408,デリア点縦増量ポテト大２５０４,デリア,惣菜,対象,27,27_581408,410
581412,デリア点横増量ポテト中２５０４,デリア,惣菜,対象,27,27_581412,410
581446,じゃがいもが美味しいポテトＳ,デリア,惣菜,対象,27,27_581446,410
581559,Ｂじゃがいも美味しいポテトＳ大,デリア,惣菜,対象,27,27_581559,410
581632,デリア点縦野菜ポテト２５０３,デリア,惣菜,対象,27,27_581632,410
581636,デリア点縦２０％野菜Ｐ２５０３,デリア,惣菜,対象,27,27_581636,410
540038,ＮＢレタスポテト特大２４０５,デリア,惣菜,対象,27,27_540038,410
563633,ＣＮＴカラダ想いポテトサラダ,デリア,惣菜,対象,27,27_563633,410
568911,ＢＷＫ野菜ポテトＳ大２４０３,デリア,惣菜,対象,27,27_568911,410
569049,デリア点横１０％増お野菜ポテト,デリア,惣菜,対象,27,27_569049,410
569053,ＨＤ　デリアＨ２０％増お野菜ポテト,デリア,惣菜,対象,27,27_569053,410
569106,ＴＫ野菜ポテトサラダ大２４オ,デリア,惣菜,対象,27,27_569106,410
569318,デリアＤお野菜ポテトサラダ,デリア,惣菜,対象,27,27_569318,410
569397,デリア上横お野菜ポテトサラダ,デリア,惣菜,対象,27,27_569397,410
572486,ＮＢレタスポテト増量２４０７,デリア,惣菜,対象,27,27_572486,410
572849,ＣＧＣ９種野菜マカデリオ３０増,デリア,惣菜,対象,27,27_572849,410
573092,Ｂ〇野菜ポテトサラダ大２０％増,デリア,惣菜,対象,27,27_573092,410
576013,ＦＲレタスポテトＳ中２５１１,デリア,惣菜,対象,27,27_576013,410
576329,デリア野菜ポテト透明１０％縦Ｊ,デリア,惣菜,対象,27,27_576329,410
576680,Ｂ野菜ポテトサラダ２４１０,デリア,惣菜,対象,27,27_576680,410
576684,Ｂ野菜ポテト大１０％増２４１０,デリア,惣菜,対象,27,27_576684,410
576688,Ｂ野菜ポテトＳ２５％増２４１０,デリア,惣菜,対象,27,27_576688,410
579620,ＮＢ野菜ポテトサラダ大２５０５,デリア,惣菜,対象,27,27_579620,410
579683,ＤＣ野菜ポテトサラダ２５０５,デリア,惣菜,対象,27,27_579683,410
579760,ＮＢレタスポテト大通常２４１２,デリア,惣菜,対象,27,27_579760,410
579764,Ｔレタスポテト通常２４１２,デリア,惣菜,対象,27,27_579764,410
579935,ＯＸ野菜ポテトサラダ２４１２,デリア,惣菜,対象,27,27_579935,410
580133,デリア野菜ポテトサラダＮＢ,デリア,惣菜,対象,27,27_580133,410
580378,ＨＮレタスポテトＳ中増２５０５,デリア,惣菜,対象,27,27_580378,410
580382,ＦＲレタスポテトＳ中２５０５,デリア,惣菜,対象,27,27_580382,410
583054,ＨＮレタスポテト中茨城２５０４,デリア,惣菜,対象,27,27_583054,410
583086,ＭＶレタスポテト大２５０５縦増,デリア,惣菜,対象,27,27_583086,410
583160,ＩＮ野菜ポテトサラダ小２５０５,デリア,惣菜,対象,27,27_583160,410
583551,ＴＫ野菜ポテトサラダ大２５オ,デリア,惣菜,対象,27,27_583551,410
583700,Ｆ野菜ポテトサラダ大２９９縦,デリア,惣菜,対象,27,27_583700,410
583840,ＯＸ野菜ポテト,デリア,惣菜,対象,27,27_583840,410
587328,７品目使用！切干大根とおからＳ,デリア,惣菜,対象,27,27_587328,410
587860,じゃがいもが美味しいポテトＳ大,デリア,惣菜,対象,27,27_587860,410
587986,デリア売無縦ポテト中２５０９,デリア,惣菜,対象,27,27_587986,410
588192,デリア野菜ポテトＮＢ,デリア,惣菜,対象,27,27_588192,410
588285,デリア点横増量ポテト中２５０９,デリア,惣菜,対象,27,27_588285,410
588344,ＢＭ野菜ポテトサラダ２５０９,デリア,惣菜,対象,27,27_588344,410
588348,Ｂ○野菜ポテトサラダ大２５０９,デリア,惣菜,対象,27,27_588348,410
588354,デリアＭＨポテト小２５０９,デリア,惣菜,対象,27,27_588354,410
542726,ＫＳ野菜ポテトサラダ大２４０３,デリア,惣菜,対象,27,27_542726,410
546813,ＩＮ野菜ポテトサラダ２４０４,デリア,惣菜,対象,27,27_546813,410
560706,ＮＢ機能性ポテトＳオ２３１２,デリア,惣菜,対象,27,27_560706,410
562126,レタスにこだわった野菜ポテＳ増,デリア,惣菜,対象,27,27_562126,410
568119,ＮＢ野菜ポテトサラダ２４０３,デリア,惣菜,対象,27,27_568119,410
568609,レタスにこだわった野菜ポテＳ小,デリア,惣菜,対象,27,27_568609,410
571865,ＴＩレタスポテトＳ大増,デリア,惣菜,対象,27,27_571865,410
572037,Ｂ野菜ポテトサラダ２４０６,デリア,惣菜,対象,27,27_572037,410
572041,ＢＭ野菜ポテトサラダ大２４０６,デリア,惣菜,対象,27,27_572041,410
572218,デリア野菜ポテト２９８ＮＢ,デリア,惣菜,対象,27,27_572218,410
575178,デリアＨ１０％増野菜ポテ調整,デリア,惣菜,対象,27,27_575178,410
575315,デリア野菜ポテト小透明ＮＢ,デリア,惣菜,対象,27,27_575315,410
575944,ＮＢレタスポテト２４１０,デリア,惣菜,対象,27,27_575944,410
575952,ＭＶレタスポテト大縦増２４１０,デリア,惣菜,対象,27,27_575952,410
575960,Ｏ野菜ポテトサラダ２４１０縦,デリア,惣菜,対象,27,27_575960,410
578414,デリア売無１０％野菜Ｐ２５０６,デリア,惣菜,対象,27,27_578414,410
578541,デリアお野菜ポテト４５０円,デリア,惣菜,対象,27,27_578541,410
581401,デリア上横ポテト大２５０４,デリア,惣菜,対象,27,27_581401,410
581405,デリア売無ポテト中２５０４,デリア,惣菜,対象,27,27_581405,410
581409,デリア点横増量ポテト大２５０４,デリア,惣菜,対象,27,27_581409,410
581413,デリア上横増量ポテト中２５０４,デリア,惣菜,対象,27,27_581413,410
581447,じゃがいもが美味しいポテトＳ小,デリア,惣菜,対象,27,27_581447,410
581560,Ｂじゃがいも美味しいポテトＳ,デリア,惣菜,対象,27,27_581560,410
581633,デリア点横野菜ポテト２５０３,デリア,惣菜,対象,27,27_581633,410
547101,デリア野菜ポテトサラダ縦Ａ,デリア,惣菜,対象,27,27_547101,410
568762,ＣＧＣブランド野菜ポテトＳ大,デリア,惣菜,対象,27,27_568762,410
568842,ＴＢ野菜ポテトサラダ大２４０４,デリア,惣菜,対象,27,27_568842,410
568920,ＳＷ野菜ポテトＳ大増量２４０４,デリア,惣菜,対象,27,27_568920,410
569047,デリア点横お野菜ポテトサラダ,デリア,惣菜,対象,27,27_569047,410
569051,デリア点横お野菜ポテトサラダ小,デリア,惣菜,対象,27,27_569051,410
569055,デリアＨ２０％増お野菜ポテト小,デリア,惣菜,対象,27,27_569055,410
569148,Ｂレタスに拘り野菜ポテトＳ,デリア,惣菜,対象,27,27_569148,410
569322,ＯＸ野菜ポテトサラダ２４０３,デリア,惣菜,対象,27,27_569322,410
569408,ＯＧ野菜ポテトサラダ２４０３,デリア,惣菜,対象,27,27_569408,410
569616,ＮＢ野菜ポテトサラダ２４０３オ,デリア,惣菜,対象,27,27_569616,410
573089,Ｂ野菜ポテトサラダ大２５％増量,デリア,惣菜,対象,27,27_573089,410
573304,ＢＩＧレタスポテトＳ大２４０５,デリア,惣菜,対象,27,27_573304,410
576022,ＴＬなめらかポテトＳ増量,デリア,惣菜,対象,27,27_576022,410
576682,ＢＭ野菜ポテトサラダ２４１０,デリア,惣菜,対象,27,27_576682,410
576686,ＢＭ野菜ポテトサラダ大２４１０,デリア,惣菜,対象,27,27_576686,410
576690,Ｂ〇野菜ポテトサラダ大２０％増,デリア,惣菜,対象,27,27_576690,410
579588,ＮＢ９種マカロニＳステ２９８増,デリア,惣菜,対象,27,27_579588,410
579599,ＮＢ９種野菜マカロニ丸２９８オ,デリア,惣菜,対象,27,27_579599,410
579762,ＭＶレタスポテト縦通常２４１２,デリア,惣菜,対象,27,27_579762,410
579766,ＢＩＧレタスポテト通常２４１２,デリア,惣菜,対象,27,27_579766,410
580037,ＭＢ野菜ポテト小移管有事,デリア,惣菜,対象,27,27_580037,410
580376,ＨＮレタスポテトＳ小２５０５,デリア,惣菜,対象,27,27_580376,410
580380,ＨＮレタスポテトＳ大増２５０５,デリア,惣菜,対象,27,27_580380,410
580384,ＦＲレタスポテトＳ大２５０５,デリア,惣菜,対象,27,27_580384,410
583059,ＦＲレタスポテトＳ中２５０４,デリア,惣菜,対象,27,27_583059,410
583147,デリア増量なめらかポテサラ中,デリア,惣菜,対象,27,27_583147,410
583252,デリアごぼうサラダ中縦Ａ,デリア,惣菜,対象,27,27_583252,410
583692,デリアポテト丸カップ,デリア,惣菜,対象,27,27_583692,410
583736,ＯＸ野菜ポテト,デリア,惣菜,対象,27,27_583736,410
583844,ＯＧ野菜ポテトサラダ大２５縦,デリア,惣菜,対象,27,27_583844,410
587681,デリア宅配ポテト大２５１２,デリア,惣菜,対象,27,27_587681,410
587862,じゃがいもが美味しいポテトＳ小,デリア,惣菜,対象,27,27_587862,410
588182,デリアごぼうサラダ中めむろ縦Ａ,デリア,惣菜,対象,27,27_588182,410
588283,デリア売無横ポテト小２５０４,デリア,惣菜,対象,27,27_588283,410
588342,Ｂ野菜ポテトサラダ大２５０９,デリア,惣菜,対象,27,27_588342,410
588346,ＢＭ野菜ポテトＳ１０増２５０９,デリア,惣菜,対象,27,27_588346,410
588350,Ｂ野菜ポテトサラダ売変２５０９,デリア,惣菜,対象,27,27_588350,410
588400,デリア売無丸ポテト２５０９,デリア,惣菜,対象,27,27_588400,410
158182,ＮＢレタスポテト大２４０５増量,デリア,惣菜,対象,27,27_158182,410
546426,ＦＲレタスポテ大２０増２５１０,デリア,惣菜,対象,27,27_546426,410
560605,ＮＢ野菜ポテトＳ増量２５０５,デリア,惣菜,対象,27,27_560605,410
560717,ＮＢ機能性ツナマカＳオ２３１２,デリア,惣菜,対象,27,27_560717,410
562339,ＮＢ野菜ポテトサラダ大２４１２,デリア,惣菜,対象,27,27_562339,410
568187,Ｆ野菜ポテトサラダ１９９縦,デリア,惣菜,対象,27,27_568187,410
568409,ＢＭ野菜ポテトＳ１０増２５０７,デリア,惣菜,対象,27,27_568409,410
568607,レタスにこだわった野菜ポテＳ大,デリア,惣菜,対象,27,27_568607,410
571807,デリアＤＳポテト大２５０５,デリア,惣菜,対象,27,27_571807,410
572035,ＢＭ野菜ポテトサラダ小２４０６,デリア,惣菜,対象,27,27_572035,410
572039,Ｂ○野菜ポテトサラダ大２４０６,デリア,惣菜,対象,27,27_572039,410
572044,ＢＷＫ野菜ポテトサラダ２４０６,デリア,惣菜,対象,27,27_572044,410
572471,ＩＮ野菜ポテトサラダ２４０５,デリア,惣菜,対象,27,27_572471,410
575313,デリア野菜ポテト透明１０％ＮＢ,デリア,惣菜,対象,27,27_575313,410
575950,ＭＶレタスポテト大縦２４１０,デリア,惣菜,対象,27,27_575950,410
575954,Ｔレタスポテト大２４１０,デリア,惣菜,対象,27,27_575954,410
575958,ＢＩＧレタスポテト大２４１０,デリア,惣菜,対象,27,27_575958,410
578523,Ｆ野菜ポテトサラダ１９９縦,デリア,惣菜,対象,27,27_578523,410
581399,デリア点縦ポテト大２５０４,デリア,惣菜,対象,27,27_581399,410
581403,デリア点横ポテト中２５０４,デリア,惣菜,対象,27,27_581403,410
581407,デリアＤＲＧポテト中２５０４,デリア,惣菜,対象,27,27_581407,410
581411,デリア点縦増量ポテト中２５０４,デリア,惣菜,対象,27,27_581411,410
581445,じゃがいもが美味しいポテトＳ大,デリア,惣菜,対象,27,27_581445,410
581456,キユーピーマヨはじまりポテトＳ,デリア,惣菜,対象,27,27_581456,410
581561,Ｂじゃがいも美味しいポテトＳ小,デリア,惣菜,対象,27,27_581561,410
581634,デリア点縦１０％野菜Ｐ２５０３,デリア,惣菜,対象,27,27_581634,410
