品名コード,品名漢字,カテゴリ_ブランド_,シリーズ,付加価値品フラグ,会社_文字型_,Primary_key,ソート
581639,デリア上横野菜ポテト２５０３,デリア,惣菜,対象,27,27_581639,410
581644,デリア売無野菜ポテト２５０３,デリア,惣菜,対象,27,27_581644,410
581648,デリアＤ２０％野菜Ｐ２５０３,デリア,惣菜,対象,27,27_581648,410
581659,デリア野菜Ｐ４５０円２５０３,デリア,惣菜,対象,27,27_581659,410
581693,Ｂ野菜ポテトサラダ大２５０２,デリア,惣菜,対象,27,27_581693,410
581697,Ｂ野菜ポテトサラダ売変２５０２,デリア,惣菜,対象,27,27_581697,410
581819,デリアはじまりのポテト特価,デリア,惣菜,対象,27,27_581819,410
581913,デリア宅配野菜ポテト小２５０７,デリア,惣菜,対象,27,27_581913,410
581921,デリアＨ１０％野菜Ｐ２９８円,デリア,惣菜,対象,27,27_581921,410
581925,デリアＭＶ１０％野菜Ｐ２９８円,デリア,惣菜,対象,27,27_581925,410
582083,ＭＶなめらかポテトサラダ大縦,デリア,惣菜,対象,27,27_582083,410
582136,じゃがいも美味しいポテト２０増,デリア,惣菜,対象,27,27_582136,410
584993,ＮＢ９種野菜マカ丸オ２０増,デリア,惣菜,対象,27,27_584993,410
585087,ＤＣ野菜ポテト有事用２５０８,デリア,惣菜,対象,27,27_585087,410
585185,ＭＶレタスポテト大縦オ２５１０,デリア,惣菜,対象,27,27_585185,410
585290,【デリア】ＯＰなめらかポテト中,デリア,惣菜,対象,27,27_585290,410
585317,ＮＢ９種野菜マカ２５０８丸オ,デリア,惣菜,対象,27,27_585317,410
585324,ＭＹデリアいぶりがっこポテト,デリア,惣菜,対象,27,27_585324,410
585398,デリア点淡路島玉葱焼浸２５０７,デリア,惣菜,対象,27,27_585398,410
585415,デリアＭＶ野菜ポテトＤ２,デリア,惣菜,対象,27,27_585415,410
585479,デリア点横野菜ポテトＤ２,デリア,惣菜,対象,27,27_585479,410
585488,レタスにこだわった野菜ポテトＳ,デリア,惣菜,対象,27,27_585488,410
585500,デリア売無１０％野菜ポテトＤ２,デリア,惣菜,対象,27,27_585500,410
585506,デリアＨ野菜ポテトＤ２,デリア,惣菜,対象,27,27_585506,410
585518,デリアＤ売無野菜ポテトＤ２,デリア,惣菜,対象,27,27_585518,410
589386,デリア売無縦増ポテト中２５１０,デリア,惣菜,対象,27,27_589386,410
589531,ＩＮ野菜ポテトサラダ増２５０５,デリア,惣菜,対象,27,27_589531,410
195301,Ｆ野菜ポテトサラダ大２９９縦増,デリア,惣菜,対象,27,27_195301,410
541864,ＳＷ野菜ポテトＳ大増２４０４オ,デリア,惣菜,対象,27,27_541864,410
546128,ＮＢレタスポテト特大２５０５,デリア,惣菜,対象,27,27_546128,410
569697,デリア　レタス野菜ポテト,デリア,惣菜,対象,27,27_569697,410
569791,ＭＢ拘りレタス野菜ポテト小,デリア,惣菜,対象,27,27_569791,410
569975,レタスに拘った野菜ポテトオ,デリア,惣菜,対象,27,27_569975,410
570016,デリア下縦お野菜ポテトサラダ,デリア,惣菜,対象,27,27_570016,410
570143,ＭＶレタスに拘り野菜ポテト縦増,デリア,惣菜,対象,27,27_570143,410
570207,Ｆ野菜ポテトサラダ１９９縦,デリア,惣菜,対象,27,27_570207,410
573854,ＨＮレタスポテトＳ中２４０７,デリア,惣菜,対象,27,27_573854,410
573858,ＨＮレタスポテトＳ中２４０７増,デリア,惣菜,対象,27,27_573858,410
573897,デリア売無１０％増お野菜ポテト,デリア,惣菜,対象,27,27_573897,410
573977,デリア野菜ポテト透明縦Ｊ,デリア,惣菜,対象,27,27_573977,410
577110,デリア１０％増ＭＶお野菜ポテト,デリア,惣菜,対象,27,27_577110,410
577585,ＤＣ野菜ポテトサラダ２４１０,デリア,惣菜,対象,27,27_577585,410
577645,ＮＢ野菜ポテトサラダ大２４オ,デリア,惣菜,対象,27,27_577645,410
581003,ＮＢなめらかポテトサラダ小,デリア,惣菜,対象,27,27_581003,410
581183,デリアポテトサラダ大ＮＢ,デリア,惣菜,対象,27,27_581183,410
581199,ＭＶレタスポテトＳ２５０５縦,デリア,惣菜,対象,27,27_581199,410
581205,ＣＲレタスポテト２５０５,デリア,惣菜,対象,27,27_581205,410
581282,デリアなめらかポテサラ大,デリア,惣菜,対象,27,27_581282,410
583885,宅配はじまりのポテトサラダ,デリア,惣菜,対象,27,27_583885,410
583977,デリアねぎ塩キャベツＣＴ,デリア,惣菜,対象,27,27_583977,410
584261,ＴＬ国産じゃがいもポテト増量,デリア,惣菜,対象,27,27_584261,410
584339,ＨＮレタスポテトＳ中増２５０６,デリア,惣菜,対象,27,27_584339,410
584357,ＣＧＣブランド野菜ポＳ２５０６,デリア,惣菜,対象,27,27_584357,410
584531,ＩＮ野菜ポテトサラダ増２５０６,デリア,惣菜,対象,27,27_584531,410
584762,デリア野菜ポテト１０％縦Ａ,デリア,惣菜,対象,27,27_584762,410
588495,デリアＤＳポテト小２５０９,デリア,惣菜,対象,27,27_588495,410
588679,ＨＮレタスポテト大２０増２５,デリア,惣菜,対象,27,27_588679,410
588989,デリア野菜ポテトＴＲ,デリア,惣菜,対象,27,27_588989,410
589009,Ｆ野菜ポテトサラダ２０増縦,デリア,惣菜,対象,27,27_589009,410
589251,Ｂ野菜ポテトＳ１０増２５０９,デリア,惣菜,対象,27,27_589251,410
581637,デリア点横２０％野菜Ｐ２５０３,デリア,惣菜,対象,27,27_581637,410
581643,デリア込縦１０％野菜Ｐ２５０３,デリア,惣菜,対象,27,27_581643,410
581647,デリアＤ１０％野菜Ｐ２５０３,デリア,惣菜,対象,27,27_581647,410
581656,デリアＭＶ売変野菜Ｐ２５０３,デリア,惣菜,対象,27,27_581656,410
581692,ＢＭ野菜ポテトサラダ２５０２,デリア,惣菜,対象,27,27_581692,410
581696,ＢＭ野菜ポテトサラダ大２５０２,デリア,惣菜,対象,27,27_581696,410
581704,Ｂ愛知県産たまねぎ焼きびたし,デリア,惣菜,対象,27,27_581704,410
581884,デリア宅配はじまりのポテト,デリア,惣菜,対象,27,27_581884,410
581920,デリアＨ野菜ポテト２９８円,デリア,惣菜,対象,27,27_581920,410
581924,デリアＭＶ売変野菜Ｐ小２５０３,デリア,惣菜,対象,27,27_581924,410
582046,薬味たっぷり！焼き玉ねぎ,デリア,惣菜,対象,27,27_582046,410
582086,ＭＶなめらかポテトサラダ中縦増,デリア,惣菜,対象,27,27_582086,410
584992,ＮＢ９種野菜マカデリオ２０増,デリア,惣菜,対象,27,27_584992,410
585020,ＮＢなめらかポテト大２０増,デリア,惣菜,対象,27,27_585020,410
585184,ＭＶレタスポテトＳ縦オ２５１０,デリア,惣菜,対象,27,27_585184,410
585257,デリアねぎ塩キャベツ縦ＢＩＧ,デリア,惣菜,対象,27,27_585257,410
585316,ＮＢ９種野菜マカ２５０８デリオ,デリア,惣菜,対象,27,27_585316,410
585320,ＮＢ９種野菜マカＳステ２０増,デリア,惣菜,対象,27,27_585320,410
585355,ＮＢデリアいぶりがっこポテト,デリア,惣菜,対象,27,27_585355,410
585414,デリアＭＶ１０％野菜ポテトＤ２,デリア,惣菜,対象,27,27_585414,410
585478,デリア点縦野菜ポテトＤ２,デリア,惣菜,対象,27,27_585478,410
585484,デリア込縦野菜ポテトＤ２,デリア,惣菜,対象,27,27_585484,410
585498,デリア上横野菜ポテトＤ２,デリア,惣菜,対象,27,27_585498,410
585505,デリア売無野菜ポテトＤ２,デリア,惣菜,対象,27,27_585505,410
585516,デリアＤ野菜ポテトＤ２,デリア,惣菜,対象,27,27_585516,410
589383,デリア点横増量ポテト小２５１０,デリア,惣菜,対象,27,27_589383,410
589481,デリア点横増量ポテト大２５１０,デリア,惣菜,対象,27,27_589481,410
542509,ＦＲレタスポテトＳ大２４０５,デリア,惣菜,対象,27,27_542509,410
569696,デリア　レタス野菜ポテト小,デリア,惣菜,対象,27,27_569696,410
569790,ＭＢ拘りレタス野菜ポテト,デリア,惣菜,対象,27,27_569790,410
569937,ＣＩ野菜ポテトサラダ大２４０３,デリア,惣菜,対象,27,27_569937,410
570109,ＢＡ拘りレタス野菜ポテト丸オ増,デリア,惣菜,対象,27,27_570109,410
570205,ＫＳ野菜ポテトサラダ大２４０４,デリア,惣菜,対象,27,27_570205,410
570414,ＮＢ野菜ポテトＳ２４０４オ,デリア,惣菜,対象,27,27_570414,410
570493,ＣＧＣブランド野菜ポテトＳ,デリア,惣菜,対象,27,27_570493,410
573651,ＭＳＮＢ野菜ポテトサラダ,デリア,惣菜,対象,27,27_573651,410
573857,ＦＲレタスポテトＳ大２４０７,デリア,惣菜,対象,27,27_573857,410
573861,ＦＲレタスポテトＳ大２４０７増,デリア,惣菜,対象,27,27_573861,410
577063,デリアＭＶお野菜ポテトサラダ,デリア,惣菜,対象,27,27_577063,410
577300,ＯＧ野菜ポテトサラダ大２４縦,デリア,惣菜,対象,27,27_577300,410
577605,ＣＧＣ野菜ポテトサラダ２４１０,デリア,惣菜,対象,27,27_577605,410
580756,デリア売無淡路玉葱焼浸２５０６,デリア,惣菜,対象,27,27_580756,410
581006,ＮＢＱＰマヨはじまりのポテトＳ,デリア,惣菜,対象,27,27_581006,410
581186,デリアはじまりのポテトＮＢ,デリア,惣菜,対象,27,27_581186,410
581202,ＴＬ野菜ポテトサラダ大２５０５,デリア,惣菜,対象,27,27_581202,410
581281,デリアなめらかポテサラ中,デリア,惣菜,対象,27,27_581281,410
581285,キユーピーはじまりポテトサラダ,デリア,惣菜,対象,27,27_581285,410
583968,Ｆ野菜ポテトサラダ大２９９増縦,デリア,惣菜,対象,27,27_583968,410
584081,デリアねぎ塩キャベツ縦Ｃ,デリア,惣菜,対象,27,27_584081,410
584267,デリアポテトサラダ売価無ＮＢ,デリア,惣菜,対象,27,27_584267,410
584343,デリアごぼうサラダ中１０％縦Ａ,デリア,惣菜,対象,27,27_584343,410
584367,ＦＲレタスポテトＳ大増２５０６,デリア,惣菜,対象,27,27_584367,410
584751,デリア野菜ポテト１０％ＮＢ,デリア,惣菜,対象,27,27_584751,410
588494,デリア込縦増量ポテト２５０９,デリア,惣菜,対象,27,27_588494,410
588678,ＨＮレタスポテト中２０増２５,デリア,惣菜,対象,27,27_588678,410
588841,ＮＢ野菜ポテトサラダ大２０増,デリア,惣菜,対象,27,27_588841,410
589008,Ｆ野菜ポテトサラダ大２０増縦,デリア,惣菜,対象,27,27_589008,410
589111,デリア下縦増量ポテト２５０９,デリア,惣菜,対象,27,27_589111,410
540929,ＮＢレタスポテトＳ２４０５,デリア,惣菜,対象,27,27_540929,410
540942,ＴレタスポテトＳ大２４０５,デリア,惣菜,対象,27,27_540942,410
541346,ＭＶレタスポテトＳ縦２４０５,デリア,惣菜,対象,27,27_541346,410
548623,ＮＢレタスポテト特大２５０４,デリア,惣菜,対象,27,27_548623,410
581558,Ｂはじまりのポテトサラダ,デリア,惣菜,対象,27,27_581558,410
581631,デリア点横野菜ポテト小２５０３,デリア,惣菜,対象,27,27_581631,410
581635,デリア点横１０％野菜Ｐ２５０３,デリア,惣菜,対象,27,27_581635,410
581641,デリア上横１０％野菜Ｐ２５０３,デリア,惣菜,対象,27,27_581641,410
581645,デリア売無１０％野菜Ｐ２５０３,デリア,惣菜,対象,27,27_581645,410
581651,デリアＨ１０％野菜Ｐ小２５０３,デリア,惣菜,対象,27,27_581651,410
581689,Ｂ野菜ポテトサラダ小２５０２,デリア,惣菜,対象,27,27_581689,410
581694,Ｂ野菜ポテト大１０％増２５０２,デリア,惣菜,対象,27,27_581694,410
581700,Ｂ〇野菜ポテト大２０％２５０２,デリア,惣菜,対象,27,27_581700,410
581918,デリア宅配ポテト大２５０７,デリア,惣菜,対象,27,27_581918,410
581922,デリアＨ２０％野菜Ｐ２９８円,デリア,惣菜,対象,27,27_581922,410
581926,デリアＭＶ２０％野菜Ｐ２９８円,デリア,惣菜,対象,27,27_581926,410
582084,ＭＶなめらかポテトサラダ中縦,デリア,惣菜,対象,27,27_582084,410
584990,ＮＢ９種マカ小Ｓステ２０増,デリア,惣菜,対象,27,27_584990,410
584994,ＮＢ９種野菜マカ丸２０増,デリア,惣菜,対象,27,27_584994,410
585107,キユーピーはじまりポテトＳ時間,デリア,惣菜,対象,27,27_585107,410
585190,ＦＲレタスポテトＳ中２０増２５,デリア,惣菜,対象,27,27_585190,410
585314,ＮＢ９種マカ小２５０８Ｓステ,デリア,惣菜,対象,27,27_585314,410
585318,ＮＢ９種野菜マカ２５０８丸,デリア,惣菜,対象,27,27_585318,410
585353,デリア点横野菜ポテト大Ｄ２,デリア,惣菜,対象,27,27_585353,410
585399,デリア上淡路島玉葱焼浸２５０７,デリア,惣菜,対象,27,27_585399,410
585416,デリアＭＶ野菜ポテト小Ｄ２,デリア,惣菜,対象,27,27_585416,410
585480,デリア点縦１０％野菜ポテトＤ２,デリア,惣菜,対象,27,27_585480,410
585489,レタスにこだわった野菜ポテト大,デリア,惣菜,対象,27,27_585489,410
585501,デリア上横１０％野菜ポテトＤ２,デリア,惣菜,対象,27,27_585501,410
585511,デリアＨ１０％野菜ポテト小Ｄ２,デリア,惣菜,対象,27,27_585511,410
585520,デリアＤ１０％野菜ポテトＤ２,デリア,惣菜,対象,27,27_585520,410
589443,ごぼうサラダ大１０％めむろ縦Ａ,デリア,惣菜,対象,27,27_589443,410
589532,ＩＮ野菜ポテトＳ小増２５０５,デリア,惣菜,対象,27,27_589532,410
542483,ＡＸレタスポテト特大２４０５,デリア,惣菜,対象,27,27_542483,410
542507,ＦＲレタスポテトＳ小２４０７,デリア,惣菜,対象,27,27_542507,410
549351,薬味たっぷり！香味ダレの焼き玉ねぎ,デリア,惣菜,対象,27,27_549351,410
569743,デリア上横１０％増お野菜ポテト,デリア,惣菜,対象,27,27_569743,410
569828,デリア点淡路島玉ねぎ焼き浸し,デリア,惣菜,対象,27,27_569828,410
570006,ＮＢ野菜ポテトＳ２４０４,デリア,惣菜,対象,27,27_570006,410
570146,ＭＶレタス拘り野菜ポテト大縦増,デリア,惣菜,対象,27,27_570146,410
573437,デリア野菜ポテト２９８ＣＴ,デリア,惣菜,対象,27,27_573437,410
573855,ＨＮレタスポテトＳ大２４０７,デリア,惣菜,対象,27,27_573855,410
573859,ＨＮレタスポテトＳ大２４０７増,デリア,惣菜,対象,27,27_573859,410
573978,デリア野菜ポテト透明小縦Ｊ,デリア,惣菜,対象,27,27_573978,410
576997,ＣＧＣ野菜ポテトサラダ小,デリア,惣菜,対象,27,27_576997,410
577111,デリア２０％増ＭＶお野菜ポテト,デリア,惣菜,対象,27,27_577111,410
577600,ＮＢ９種野菜マカロニ増２４１０,デリア,惣菜,対象,27,27_577600,410
577646,ＮＢ野菜ポテトサラダ大オ２４,デリア,惣菜,対象,27,27_577646,410
581004,ＮＢなめらかポテトサラダ中,デリア,惣菜,対象,27,27_581004,410
581184,デリアポテトサラダＮＢ,デリア,惣菜,対象,27,27_581184,410
581200,ＭＶレタスポテトＳ大２５０５縦,デリア,惣菜,対象,27,27_581200,410
581278,デリアはじまりのポテトサラダ,デリア,惣菜,対象,27,27_581278,410
581283,デリアレタス野菜ポテト小,デリア,惣菜,対象,27,27_581283,410
584079,デリアねぎ塩キャベツＮＢ,デリア,惣菜,対象,27,27_584079,410
584262,ＴＬ国産じゃがいもポテト大増量,デリア,惣菜,対象,27,27_584262,410
584340,ＨＮレタスポテトＳ大増２５０６,デリア,惣菜,対象,27,27_584340,410
584358,ＣＧＣブランド野ポＳ大２５０６,デリア,惣菜,対象,27,27_584358,410
588492,デリア売無横ポテト中２５０９,デリア,惣菜,対象,27,27_588492,410
588497,デリアＤＳ増量ポテト大２５０９,デリア,惣菜,対象,27,27_588497,410
588813,デリア点横２０％野菜ポテトＤ２,デリア,惣菜,対象,27,27_588813,410
589003,デリアＨ２０％増野菜Ｐ小Ｄ＋２,デリア,惣菜,対象,27,27_589003,410
589023,デリア野菜ポテト１０％ＴＲ,デリア,惣菜,対象,27,27_589023,410
589343,ＤＹレタスポテトサラダ２５１０,デリア,惣菜,対象,27,27_589343,410
161037,ＮＢ９種野菜マカＳデリオ　オ,デリア,惣菜,対象,27,27_161037,410
540944,ＴＩレタスポテトＳ２４０５,デリア,惣菜,対象,27,27_540944,410
567194,Ｂ○となみ野産たまねぎ焼きびたし,デリア,惣菜,対象,27,27_567194,410
581642,デリア込縦野菜ポテト２５０３,デリア,惣菜,対象,27,27_581642,410
581646,デリアＤ野菜ポテト２５０３,デリア,惣菜,対象,27,27_581646,410
581653,デリアＨ２０％野菜Ｐ小２５０３,デリア,惣菜,対象,27,27_581653,410
581690,Ｂ野菜ポテトサラダ２５０２,デリア,惣菜,対象,27,27_581690,410
581695,Ｂ○野菜ポテトサラダ大２５０２,デリア,惣菜,対象,27,27_581695,410
581701,Ｂ野菜ポテトＳ１０％増２５０２,デリア,惣菜,対象,27,27_581701,410
581883,デリア宅配野菜ポテト２５０７,デリア,惣菜,対象,27,27_581883,410
581919,デリア宅配ポテト２５０７,デリア,惣菜,対象,27,27_581919,410
581923,デリアＭＶ野菜ポテト２９８円,デリア,惣菜,対象,27,27_581923,410
581974,Ｂ恵那どり中華くらげ和２５１０,デリア,惣菜,対象,27,27_581974,410
582085,ＭＶなめらかポテトサラダ大縦増,デリア,惣菜,対象,27,27_582085,410
584991,ＮＢ９種マカ小デリオ２０増,デリア,惣菜,対象,27,27_584991,410
585019,ＮＢなめらかポテト中２０増,デリア,惣菜,対象,27,27_585019,410
585134,デリアねぎ塩キャベツ縦ＴＲ,デリア,惣菜,対象,27,27_585134,410
585191,ＦＲレタスポテトＳ大２０増２５,デリア,惣菜,対象,27,27_585191,410
585315,ＮＢ９種マカ小２５０８デリオ,デリア,惣菜,対象,27,27_585315,410
585319,ＮＢ９種野菜マカ２５０８Ｓステ,デリア,惣菜,対象,27,27_585319,410
585354,デリア売無野菜ポテト大Ｄ２,デリア,惣菜,対象,27,27_585354,410
585400,デリア売無淡路玉葱焼浸２５０７,デリア,惣菜,対象,27,27_585400,410
585477,デリア点横野菜ポテト小Ｄ２,デリア,惣菜,対象,27,27_585477,410
585481,デリア点横１０％野菜ポテトＤ２,デリア,惣菜,対象,27,27_585481,410
585496,デリア込縦１０％野菜ポテトＤ２,デリア,惣菜,対象,27,27_585496,410
585503,デリアＨ野菜ポテト小Ｄ２,デリア,惣菜,対象,27,27_585503,410
585513,デリアＨ１０％野菜ポテトＤ２,デリア,惣菜,対象,27,27_585513,410
589381,ごぼうサラダ中１０％めむろ縦Ａ,デリア,惣菜,対象,27,27_589381,410
589458,デリア野菜ポテトＢＩＧ,デリア,惣菜,対象,27,27_589458,410
542504,ＨＮレタスポテトＳ小２４０７,デリア,惣菜,対象,27,27_542504,410
542508,ＦＲレタスポテトＳ中２４０５,デリア,惣菜,対象,27,27_542508,410
569789,ＣＲ拘りレタス野菜ポテト,デリア,惣菜,対象,27,27_569789,410
569936,ＣＩ野菜ポテトサラダ,デリア,惣菜,対象,27,27_569936,410
570203,ＫＳ野菜ポテトサラダ２４０４,デリア,惣菜,対象,27,27_570203,410
570335,デリア下縦１０％増お野菜ポテト,デリア,惣菜,対象,27,27_570335,410
570491,ＣＧＣブランド野菜ポテトＳ大,デリア,惣菜,対象,27,27_570491,410
570581,デリアＤＳポテト大２５０４,デリア,惣菜,対象,27,27_570581,410
573856,ＦＲレタスポテトＳ中２４０７,デリア,惣菜,対象,27,27_573856,410
573860,ＦＲレタスポテトＳ中２４０７増,デリア,惣菜,対象,27,27_573860,410
573921,デリア野菜ポテトサラダ縦ＢＩＧ,デリア,惣菜,対象,27,27_573921,410
574014,ＫＳ野菜ポテトＳ大増量２４０７,デリア,惣菜,対象,27,27_574014,410
576998,ＣＧＣ野菜ポテトサラダ２０増,デリア,惣菜,対象,27,27_576998,410
577604,ＣＧＣ野菜ポテト大２４１０,デリア,惣菜,対象,27,27_577604,410
580528,ＢＡレタスポテト丸オ２５０１,デリア,惣菜,対象,27,27_580528,410
581005,ＮＢなめらかポテトサラダ大,デリア,惣菜,対象,27,27_581005,410
581185,デリアポテトサラダ小ＮＢ,デリア,惣菜,対象,27,27_581185,410
581201,ＴＬ野菜ポテトサラダ２５０５,デリア,惣菜,対象,27,27_581201,410
581279,デリアなめらかポテサラ小,デリア,惣菜,対象,27,27_581279,410
581284,デリアレタス野菜ポテト,デリア,惣菜,対象,27,27_581284,410
583967,Ｆ野菜ポテトサラダ１９９増縦,デリア,惣菜,対象,27,27_583967,410
584080,デリアねぎ塩キャベツ縦Ａ,デリア,惣菜,対象,27,27_584080,410
584265,デリアはじまりのポテトＣＴ,デリア,惣菜,対象,27,27_584265,410
584342,デリアごぼうサラダ大１０％縦Ａ,デリア,惣菜,対象,27,27_584342,410
584366,ＦＲレタスポテトＳ中増２５０６,デリア,惣菜,対象,27,27_584366,410
584623,デリア　レタス野菜ポテト特大,デリア,惣菜,対象,27,27_584623,410
588493,デリア込縦ポテト２５０９,デリア,惣菜,対象,27,27_588493,410
588638,デリア点縦ポテト大２５０９,デリア,惣菜,対象,27,27_588638,410
588840,ＮＢ野菜ポテトサラダ２０増,デリア,惣菜,対象,27,27_588840,410
589004,デリアＨ２０％増野菜Ｐ　Ｄ＋２,デリア,惣菜,対象,27,27_589004,410
589077,デリア下縦ポテト２５０９,デリア,惣菜,対象,27,27_589077,410
540941,ＴレタスポテトＳ２４０５,デリア,惣菜,対象,27,27_540941,410
540991,ＴＩレタスポテトＳ大２４０５,デリア,惣菜,対象,27,27_540991,410
548450,じゃがいもが美味しいポテト大増,デリア,惣菜,対象,27,27_548450,410
567670,デリアＤ売無野菜ポテト２５０４,デリア,惣菜,対象,27,27_567670,410
570915,ＣＧＣブランド野菜ポテトＳ大,デリア,惣菜,対象,27,27_570915,410
571188,ＦＲ茨城レタス拘り野菜ポテト大,デリア,惣菜,対象,27,27_571188,410
540933,ＮＢレタスポテトＳ大２４０５,デリア,惣菜,対象,27,27_540933,410
541348,ＭＶレタスポテトＳ大縦２４０５,デリア,惣菜,対象,27,27_541348,410
562983,じゃが芋美味しいポテト　時間有,デリア,惣菜,対象,27,27_562983,410
570816,デリア点横野菜ポテトサラダ特大,デリア,惣菜,対象,27,27_570816,410
570931,ＢＡレタスポテト有事オ,デリア,惣菜,対象,27,27_570931,410
571186,ＦＲ茨城レタス拘り野菜ポテト小,デリア,惣菜,対象,27,27_571186,410
571344,デリア点淡路島玉葱焼浸２５０５,デリア,惣菜,対象,27,27_571344,410
574332,デリア点縦お野菜ポテト小調整,デリア,惣菜,対象,27,27_574332,410
574336,デリア点縦１０％増野菜ポテ調整,デリア,惣菜,対象,27,27_574336,410
574341,デリア上横１０％増野菜ポテ調整,デリア,惣菜,対象,27,27_574341,410
574363,デリア点横お野菜ポテト大調整,デリア,惣菜,対象,27,27_574363,410
574367,デリアＫＳ野菜ポテト特大調整,デリア,惣菜,対象,27,27_574367,410
574375,デリアＨ２０％増野菜ポテ小調整,デリア,惣菜,対象,27,27_574375,410
574914,Ｆ９種野菜マカロニ２９９縦,デリア,惣菜,対象,27,27_574914,410
578925,レタスにこだわった野菜ポテトＳ,デリア,惣菜,対象,27,27_578925,410
579460,ＭＢレタスポテト有事１０増量,デリア,惣菜,対象,27,27_579460,410
582293,ＣＲなめらかポテトサラダ中オ,デリア,惣菜,対象,27,27_582293,410
582364,ＴＬ国産じゃがいもポテト小２５,デリア,惣菜,対象,27,27_582364,410
582900,ＫＳ野菜ポテトサラダ大２７９円,デリア,惣菜,対象,27,27_582900,410
585738,デリア点横２０％増ポテト大,デリア,惣菜,対象,27,27_585738,410
586030,デリア上縦野菜ポテトＤ２,デリア,惣菜,対象,27,27_586030,410
586220,デリア点縦ポテト中２５０９,デリア,惣菜,対象,27,27_586220,410
571035,ＴＫ茨城県産野菜ポテト大０４オ,デリア,惣菜,対象,27,27_571035,410
571094,ＯＧ野菜ポテトサラダ縦２４０４,デリア,惣菜,対象,27,27_571094,410
571187,ＦＲ茨城レタス拘り野菜ポテト中,デリア,惣菜,対象,27,27_571187,410
574333,デリア点横お野菜ポテト小調整,デリア,惣菜,対象,27,27_574333,410
574337,デリア点横１０％増野菜ポテ調整,デリア,惣菜,対象,27,27_574337,410
574345,デリア下縦お野菜ポテト調整,デリア,惣菜,対象,27,27_574345,410
574364,デリア点横野菜ポテト特大調整,デリア,惣菜,対象,27,27_574364,410
574368,デリアＤお野菜ポテト調整,デリア,惣菜,対象,27,27_574368,410
574376,デリアＨお野菜ポテト調整,デリア,惣菜,対象,27,27_574376,410
574496,ＩＮ野菜ポテトＳ小１０％増夏,デリア,惣菜,対象,27,27_574496,410
574939,ＡＭレタスポテトＳ縦２４０８,デリア,惣菜,対象,27,27_574939,410
